MONTH,MONTH_NUM,REGION,SEGMENT,REVENUE_BUDGET,REVENUE_ACTUAL,EXPENSE_BUDGET,EXPENSE_ACTUAL,YEAR,REVENUE_VARIANCE,REVENUE_VAR_PCT,EXPENSE_VARIANCE,EXPENSE_VAR_PCT,NETINCOME_BUDGET,NETINCOME_ACTUAL,NETINCOME_VARIANCE,MARGIN_BUDGET,MARGIN_ACTUAL,REV_VARIANCE,REV_VAR_PCT,EXP_VARIANCE,EXP_VAR_PCT,NI_ACTUAL,NI_BUDGET,NI_VARIANCE,NET_MARGIN_PCT,VARIANCE_STATUS,RISK_FLAG,RUN_DATE
Nov,11,Middle East,Private Equity,2291922.92,2492864.51,1427353.77,1368239.34,2024,200941.59,8.77,-59114.43,-4.14,864569.15,1124625.17,260056.02,37.72,45.11,200941.59,8.77,-59114.43,-4.14,1124625.17,864569.15,260056.02,45.11,FAVORABLE,OK,2026-03-01
Dec,12,North America,Equity Funds,3396066.5,3394652.82,1759667.74,1759143.94,2024,-1413.68,-0.04,-523.8,-0.03,1636398.76,1635508.88,-889.88,48.19,48.18,-1413.68,-0.04,-523.8,-0.03,1635508.88,1636398.76,-889.88,48.18,ON TARGET,OK,2026-03-01
Dec,12,North America,Fixed Income,2282500.04,2285482.52,1047104.31,975518.67,2024,2982.48,0.13,-71585.64,-6.84,1235395.73,1309963.85,74568.12,54.12,57.32,2982.48,0.13,-71585.64,-6.84,1309963.85,1235395.73,74568.12,57.32,ON TARGET,OK,2026-03-01
Dec,12,North America,Real Estate,2279828.92,2489029.38,1094325.79,1086600.77,2024,209200.46,9.18,-7725.02,-0.71,1185503.13,1402428.61,216925.48,52.0,56.34,209200.46,9.18,-7725.02,-0.71,1402428.61,1185503.13,216925.48,56.34,FAVORABLE,OK,2026-03-01
Dec,12,North America,Hedge Funds,3011910.43,3288371.81,2248404.06,2390785.65,2024,276461.38,9.18,142381.59,6.33,763506.37,897586.16,134079.79,25.35,27.3,276461.38,9.18,142381.59,6.33,897586.16,763506.37,134079.79,27.3,FAVORABLE,OK,2026-03-01
Dec,12,North America,Private Equity,2369785.63,2196121.28,1346645.29,1208812.94,2024,-173664.35,-7.33,-137832.35,-10.24,1023140.34,987308.34,-35832.0,43.17,44.96,-173664.35,-7.33,-137832.35,-10.24,987308.34,1023140.34,-35832.0,44.96,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Europe,Equity Funds,2789323.8,3116739.56,2053689.51,1865807.0,2024,327415.76,11.74,-187882.51,-9.15,735634.29,1250932.56,515298.27,26.37,40.14,327415.76,11.74,-187882.51,-9.15,1250932.56,735634.29,515298.27,40.14,FAVORABLE,OK,2026-03-01
Dec,12,Europe,Fixed Income,5184072.73,4983866.29,3025573.12,3210712.91,2024,-200206.44,-3.86,185139.79,6.12,2158499.61,1773153.38,-385346.23,41.64,35.58,-200206.44,-3.86,185139.79,6.12,1773153.38,2158499.61,-385346.23,35.58,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Europe,Real Estate,1636068.59,1457529.01,914519.38,877874.38,2024,-178539.58,-10.91,-36645.0,-4.01,721549.21,579654.63,-141894.58,44.1,39.77,-178539.58,-10.91,-36645.0,-4.01,579654.63,721549.21,-141894.58,39.77,CRITICAL,CRITICAL,2026-03-01
Dec,12,Europe,Hedge Funds,2849012.97,2859615.22,1581485.4,1624401.14,2024,10602.25,0.37,42915.74,2.71,1267527.57,1235214.08,-32313.49,44.49,43.2,10602.25,0.37,42915.74,2.71,1235214.08,1267527.57,-32313.49,43.2,ON TARGET,OK,2026-03-01
Dec,12,Europe,Private Equity,1553467.19,1478615.3,1071457.69,1155877.25,2024,-74851.89,-4.82,84419.56,7.88,482009.5,322738.05,-159271.45,31.03,21.83,-74851.89,-4.82,84419.56,7.88,322738.05,482009.5,-159271.45,21.83,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Asia Pacific,Equity Funds,2914267.03,3135109.37,1958643.33,2040345.27,2024,220842.34,7.58,81701.94,4.17,955623.7,1094764.1,139140.4,32.79,34.92,220842.34,7.58,81701.94,4.17,1094764.1,955623.7,139140.4,34.92,FAVORABLE,OK,2026-03-01
Dec,12,Asia Pacific,Fixed Income,5207315.65,5488915.88,3188339.41,2826129.12,2024,281600.23,5.41,-362210.29,-11.36,2018976.24,2662786.76,643810.52,38.77,48.51,281600.23,5.41,-362210.29,-11.36,2662786.76,2018976.24,643810.52,48.51,FAVORABLE,OK,2026-03-01
Dec,12,Asia Pacific,Real Estate,2951324.85,3146935.37,2099464.68,2211021.89,2024,195610.52,6.63,111557.21,5.31,851860.17,935913.48,84053.31,28.86,29.74,195610.52,6.63,111557.21,5.31,935913.48,851860.17,84053.31,29.74,FAVORABLE,OK,2026-03-01
Dec,12,Asia Pacific,Hedge Funds,3334684.76,3430512.24,1740311.48,1593196.29,2024,95827.48,2.87,-147115.19,-8.45,1594373.28,1837315.95,242942.67,47.81,53.56,95827.48,2.87,-147115.19,-8.45,1837315.95,1594373.28,242942.67,53.56,FAVORABLE,OK,2026-03-01
Dec,12,Asia Pacific,Private Equity,3987054.25,3613766.0,1519473.97,1451532.51,2024,-373288.25,-9.36,-67941.46,-4.47,2467580.28,2162233.49,-305346.79,61.89,59.83,-373288.25,-9.36,-67941.46,-4.47,2162233.49,2467580.28,-305346.79,59.83,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Latin America,Equity Funds,1410271.47,1503340.01,1023041.94,1114579.9,2024,93068.54,6.6,91537.96,8.95,387229.53,388760.11,1530.58,27.46,25.86,93068.54,6.6,91537.96,8.95,388760.11,387229.53,1530.58,25.86,FAVORABLE,OK,2026-03-01
Dec,12,Latin America,Fixed Income,3608907.32,3355424.92,1759622.57,1828132.48,2024,-253482.4,-7.02,68509.91,3.89,1849284.75,1527292.44,-321992.31,51.24,45.52,-253482.4,-7.02,68509.91,3.89,1527292.44,1849284.75,-321992.31,45.52,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Latin America,Real Estate,2810455.68,3088437.29,1584591.87,1529176.91,2024,277981.61,9.89,-55414.96,-3.5,1225863.81,1559260.38,333396.57,43.62,50.49,277981.61,9.89,-55414.96,-3.5,1559260.38,1225863.81,333396.57,50.49,FAVORABLE,OK,2026-03-01
Dec,12,Latin America,Hedge Funds,4158218.4,4351139.75,2752625.58,2549326.02,2024,192921.35,4.64,-203299.56,-7.39,1405592.82,1801813.73,396220.91,33.8,41.41,192921.35,4.64,-203299.56,-7.39,1801813.73,1405592.82,396220.91,41.41,FAVORABLE,OK,2026-03-01
Dec,12,Latin America,Private Equity,1734385.64,1931235.9,1087342.45,1032280.51,2024,196850.26,11.35,-55061.94,-5.06,647043.19,898955.39,251912.2,37.31,46.55,196850.26,11.35,-55061.94,-5.06,898955.39,647043.19,251912.2,46.55,FAVORABLE,OK,2026-03-01
Dec,12,Middle East,Equity Funds,1609437.61,1551035.56,1200928.22,1286070.77,2024,-58402.05,-3.63,85142.55,7.09,408509.39,264964.79,-143544.6,25.38,17.08,-58402.05,-3.63,85142.55,7.09,264964.79,408509.39,-143544.6,17.08,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Middle East,Fixed Income,2017352.11,1959104.3,1039122.88,1118522.87,2024,-58247.81,-2.89,79399.99,7.64,978229.23,840581.43,-137647.8,48.49,42.91,-58247.81,-2.89,79399.99,7.64,840581.43,978229.23,-137647.8,42.91,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Middle East,Real Estate,4607799.62,4372945.98,3467525.18,3339667.97,2024,-234853.64,-5.1,-127857.21,-3.69,1140274.44,1033278.01,-106996.43,24.75,23.63,-234853.64,-5.1,-127857.21,-3.69,1033278.01,1140274.44,-106996.43,23.63,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Middle East,Hedge Funds,2646858.29,2457598.19,1411383.99,1558063.12,2024,-189260.1,-7.15,146679.13,10.39,1235474.3,899535.07,-335939.23,46.68,36.6,-189260.1,-7.15,146679.13,10.39,899535.07,1235474.3,-335939.23,36.6,UNFAVORABLE,WATCH,2026-03-01
Dec,12,Middle East,Private Equity,3810073.85,3889473.2,1734906.66,1805621.72,2024,79399.35,2.08,70715.06,4.08,2075167.19,2083851.48,8684.29,54.47,53.58,79399.35,2.08,70715.06,4.08,2083851.48,2075167.19,8684.29,53.58,FAVORABLE,OK,2026-03-01
